# Stage O tie points: Chandrayaan-2 TMC-2 (source) to LROC NAC DTM orthophoto (reference), Pitiscus.
# tmc_scan/tmc_pixel: 0-based line/sample in ch2_tmc_ncn_20230130T1900132182_d_img_d32.img (via ISRO geometry CSV).
# nac_col/nac_row: 0-based pixel-centre index in NAC_DTM_PITISCUS_M1149280834_2M.TIF.
# map_x/map_y: metres, equirectangular Moon sphere R=1737400, std parallel -51, CM 180 (NAC CRS). lon/lat in degrees.
# Residuals in common-grid px (1 px = 4.72 m). heldout_residual_px: spatial-block 5-fold, model never saw the node.
# Reference error: lola_rms 0.92 m. These are relative residuals, not ground-truth errors.
id,tmc_scan,tmc_pixel,grid_src_x,grid_src_y,grid_ref_x,grid_ref_y,map_x,map_y,lon,lat,nac_col,nac_row,ncc_peak,ncc_second,fit_residual_px,is_inlier,spatial_fold,heldout_residual_px
130,245668.595,723.551,704,368,799.9639,1167.6298,-2837904.170,-1544454.542,31.28706752,-50.93284617,1887.415,3558.771,0.7596,0.4729,0.0122,1,0,0.7520
131,245667.782,675.581,752,368,848.7271,1167.1449,-2837674.008,-1544452.254,31.29912857,-50.93277070,2002.496,3557.627,0.5633,0.4545,1.4337,1,0,0.8052
132,245666.961,627.605,800,368,900.7916,1167.6669,-2837428.264,-1544454.718,31.31200615,-50.93285195,2125.368,3558.859,0.5947,0.3452,0.6009,1,0,1.1403
133,245666.134,579.639,848,368,950.8284,1167.2267,-2837192.090,-1544452.640,31.32438223,-50.93278343,2243.455,3557.820,0.6701,0.5355,0.4776,1,0,0.9324
134,245665.297,531.665,896,368,1000.4224,1167.0463,-2836958.006,-1544451.788,31.33664877,-50.93275534,2360.497,3557.394,0.6296,0.3162,0.1512,1,0,0.3638
135,245664.456,483.702,944,368,1049.8702,1167.0026,-2836724.612,-1544451.582,31.34887916,-50.93274855,2477.194,3557.291,0.5612,0.4090,0.6495,1,0,0.3359
136,245663.605,435.731,992,368,1100.2600,1166.8611,-2836486.773,-1544450.914,31.36134253,-50.93272652,2596.114,3556.957,0.7298,0.4880,0.3162,1,0,0.0596
137,245662.750,387.772,1040,368,1150.5186,1167.0101,-2836249.552,-1544451.618,31.37377346,-50.93274971,2714.724,3557.309,0.6907,0.3653,0.1812,1,0,0.2857
138,245661.884,339.804,1088,368,1200.3725,1166.7428,-2836014.242,-1544450.356,31.38610426,-50.93270811,2832.379,3556.678,0.6762,0.3726,0.2109,1,0,0.1474
139,245630.488,1156.312,272,416,349.1278,1216.7327,-2840032.117,-1544686.309,31.17555806,-50.94048932,823.442,3674.654,0.6889,0.4085,1.5373,0,0,3.3572
140,245629.743,1108.342,320,416,399.5344,1216.8727,-2839794.198,-1544686.969,31.18802559,-50.94051111,942.401,3674.985,0.5544,0.2490,1.6488,0,0,3.2943
141,245628.985,1060.363,368,416,448.8934,1216.4416,-2839561.223,-1544684.934,31.20023400,-50.94044401,1058.888,3673.967,0.5828,0.2254,0.6189,1,0,2.1416
142,245628.225,1012.395,416,416,499.2761,1216.2730,-2839323.417,-1544684.139,31.21269563,-50.94041776,1177.792,3673.569,0.6973,0.4358,0.6771,1,0,2.0735
143,245627.454,964.418,464,416,548.7287,1216.2591,-2839090.000,-1544684.073,31.22492720,-50.94041559,1294.500,3673.536,0.7697,0.5060,0.2256,1,0,1.1269
144,245626.679,916.451,512,416,598.9544,1216.1764,-2838852.935,-1544683.683,31.23734998,-50.94040273,1413.032,3673.341,0.7152,0.4113,0.2539,1,0,0.9715
145,245625.894,868.476,560,416,649.0047,1216.0795,-2838616.698,-1544683.225,31.24972939,-50.94038765,1531.151,3673.113,0.7269,0.4510,0.4114,1,0,0.6748
146,245625.103,820.512,608,416,699.2394,1215.9066,-2838379.590,-1544682.409,31.26215440,-50.94036073,1649.705,3672.705,0.6928,0.4551,0.3679,1,0,0.5628
147,245624.304,772.540,656,416,749.3989,1215.8326,-2838142.837,-1544682.060,31.27456082,-50.94034921,1768.082,3672.530,0.6702,0.4415,0.4048,1,0,0.4373
148,245623.499,724.577,704,416,799.8915,1215.9098,-2837904.512,-1544682.424,31.28704960,-50.94036122,1887.244,3672.712,0.7067,0.5138,0.2891,1,0,0.7152
149,245621.866,628.648,800,416,901.1901,1215.7572,-2837426.383,-1544681.704,31.31210472,-50.94033748,2126.309,3672.352,0.7261,0.4860,1.0175,1,0,1.5247
150,245621.039,580.683,848,416,951.0057,1215.6280,-2837191.253,-1544681.094,31.32442607,-50.94031736,2243.873,3672.047,0.5602,0.3201,0.7451,1,0,1.1674
151,245620.204,532.724,896,416,1000.2353,1215.1615,-2836958.890,-1544678.892,31.33660248,-50.94024474,2360.055,3670.946,0.5227,0.2598,0.1791,1,0,0.1782
152,245619.363,484.763,944,416,1049.8706,1215.3927,-2836724.611,-1544679.983,31.34887925,-50.94028073,2477.195,3671.492,0.5977,0.4024,0.6724,1,0,0.5041
153,245618.513,436.807,992,416,1100.0159,1215.1466,-2836487.925,-1544678.822,31.36128215,-50.94024243,2595.538,3670.911,0.7302,0.4971,0.5182,1,0,0.3808
154,245617.658,388.849,1040,416,1149.8354,1215.1039,-2836252.777,-1544678.620,31.37360447,-50.94023579,2713.112,3670.810,0.7273,0.5040,0.7254,1,0,0.6282
155,245585.486,1157.216,272,464,349.1339,1264.7737,-2840032.088,-1544913.062,31.17555957,-50.94796716,823.456,3788.031,0.7562,0.4729,1.4537,1,0,3.2046
156,245584.747,1109.243,320,464,399.3825,1264.7166,-2839794.914,-1544912.793,31.18798803,-50.94795829,942.043,3787.896,0.6235,0.2991,1.3711,1,0,2.9702
157,245583.995,1061.277,368,464,449.3054,1264.6656,-2839559.279,-1544912.551,31.20033591,-50.94795034,1059.861,3787.776,0.6288,0.2579,1.0083,1,0,2.4456
158,245583.240,1013.306,416,464,499.4368,1264.6227,-2839322.658,-1544912.349,31.21273537,-50.94794366,1178.171,3787.675,0.5675,0.1461,0.8801,1,0,2.1612
159,245582.475,965.343,464,464,548.9288,1264.3571,-2839089.056,-1544911.095,31.22497668,-50.94790232,1294.972,3787.048,0.6542,0.3156,0.2557,1,0,1.2351
160,245581.705,917.373,512,464,598.9708,1264.2396,-2838852.858,-1544910.541,31.23735403,-50.94788403,1413.071,3786.770,0.6955,0.3249,0.3160,1,0,0.9096
161,245580.926,869.412,560,464,649.0020,1264.1418,-2838616.711,-1544910.079,31.24972872,-50.94786881,1531.145,3786.540,0.6739,0.4216,0.4701,1,0,0.6173
162,245580.141,821.445,608,464,699.4805,1263.9731,-2838378.452,-1544909.283,31.26221402,-50.94784255,1650.274,3786.142,0.7056,0.4813,0.2018,1,0,0.7442
163,245579.348,773.486,656,464,749.0942,1263.8995,-2838144.275,-1544908.936,31.27448544,-50.94783110,1767.362,3785.968,0.6505,0.3443,0.7278,1,0,0.2321
164,245578.548,725.521,704,464,799.3463,1263.7509,-2837907.085,-1544908.234,31.28691477,-50.94780796,1885.957,3785.617,0.5176,0.2944,0.6258,1,0,0.1860
165,245577.741,677.564,752,464,850.2080,1263.7930,-2837667.018,-1544908.433,31.29949484,-50.94781452,2005.991,3785.717,0.6273,0.5345,0.2877,1,0,0.7478
166,245576.927,629.602,800,464,900.9493,1263.7840,-2837427.519,-1544908.390,31.31204517,-50.94781312,2125.740,3785.695,0.7499,0.5695,0.8241,1,0,1.2864
167,245576.106,581.647,848,464,951.0884,1263.7177,-2837190.863,-1544908.077,31.32444654,-50.94780279,2244.069,3785.539,0.7283,0.5431,0.8869,1,0,1.2727
168,245575.276,533.689,896,464,999.9541,1263.1852,-2836960.217,-1544905.564,31.33653293,-50.94771991,2359.392,3784.282,0.5652,0.3178,0.4138,1,0,0.1141
169,245574.442,485.735,944,464,1049.9679,1263.2686,-2836724.152,-1544905.958,31.34890331,-50.94773290,2477.424,3784.479,0.6727,0.5055,0.4819,1,0,0.3284
170,245573.597,437.782,992,464,1099.8602,1263.1638,-2836488.660,-1544905.463,31.36124363,-50.94771658,2595.170,3784.232,0.7344,0.4872,0.6088,1,0,0.4801
171,245572.749,389.829,1040,464,1149.8690,1263.1618,-2836252.618,-1544905.453,31.37361277,-50.94771626,2713.191,3784.227,0.7816,0.5048,0.6501,1,0,0.5953
172,245540.696,1157.996,272,512,349.3443,1312.5832,-2840031.095,-1545138.723,31.17561161,-50.95540899,823.953,3900.861,0.7026,0.4669,1.5349,0,0,3.2397
173,245539.956,1110.030,320,512,399.3399,1312.6283,-2839795.116,-1545138.935,31.18797748,-50.95541600,941.942,3900.968,0.6001,0.2941,1.2264,1,0,2.7737
174,245539.204,1062.073,368,512,449.8629,1312.7530,-2839556.647,-1545139.524,31.20047381,-50.95543542,1061.177,3901.262,0.5699,0.3143,1.4920,1,0,2.8811
175,245538.449,1014.110,416,512,498.9018,1312.4122,-2839325.183,-1545137.916,31.21260305,-50.95538237,1176.908,3900.458,0.5570,0.2513,0.2790,1,0,1.4793
176,245537.684,966.153,464,512,548.9863,1312.2283,-2839088.785,-1545137.048,31.22499091,-50.95535374,1295.108,3900.024,0.6282,0.2252,0.1238,1,0,1.1638
177,245536.914,918.194,512,512,599.1793,1312.0899,-2838851.874,-1545136.394,31.23740561,-50.95533220,1413.563,3899.697,0.6607,0.2501,0.0898,1,0,0.9924
178,245536.134,870.237,560,512,648.8504,1312.0853,-2838617.426,-1545136.373,31.24969122,-50.95533148,1530.787,3899.686,0.6552,0.3497,0.6168,1,0,0.3890
179,245535.349,822.282,608,512,699.8095,1312.0496,-2838376.899,-1545136.204,31.26229540,-50.95532592,1651.050,3899.602,0.7079,0.3619,0.2775,1,0,1.0200
180,245534.556,774.325,656,512,749.3213,1311.7749,-2838143.203,-1545134.908,31.27454162,-50.95528317,1767.898,3898.954,0.5834,0.2366,0.4887,1,0,0.2425
181,245533.756,726.375,704,512,799.4282,1311.7287,-2837906.699,-1545134.689,31.28693502,-50.95527597,1886.151,3898.845,0.6021,0.3348,0.5359,1,0,0.1770
182,245532.949,678.419,752,512,850.4444,1311.7338,-2837665.903,-1545134.713,31.29955332,-50.95527677,2006.549,3898.857,0.6996,0.4880,0.4175,1,0,0.9243
183,245532.134,630.472,800,512,899.7941,1311.7174,-2837432.972,-1545134.636,31.31175945,-50.95527421,2123.014,3898.818,0.6865,0.5568,0.4870,1,0,0.3633
184,245531.314,582.518,848,512,950.5990,1311.4947,-2837193.173,-1545133.585,31.32432549,-50.95523956,2242.914,3898.293,0.7105,0.5833,0.3830,1,0,0.7387
185,245530.483,534.574,896,512,1000.0685,1311.1433,-2836959.676,-1545131.926,31.33656124,-50.95518486,2359.662,3897.463,0.7331,0.5682,0.2565,1,0,0.0384
186,245529.649,486.622,944,512,1050.0333,1311.2394,-2836723.843,-1545132.380,31.34891950,-50.95519982,2477.579,3897.690,0.6767,0.4424,0.3548,1,0,0.2511
187,245528.804,438.682,992,512,1099.8553,1311.1166,-2836488.683,-1545131.800,31.36124242,-50.95518070,2595.158,3897.400,0.6493,0.3950,0.5309,1,0,0.4187
188,245527.956,390.732,1040,512,1150.3210,1310.8968,-2836250.485,-1545130.763,31.37372458,-50.95514649,2714.258,3896.881,0.7851,0.5658,0.0619,1,0,0.1546
189,245495.895,1158.774,272,560,349.2943,1360.6188,-2840031.331,-1545365.451,31.17559924,-50.96288600,823.835,4014.225,0.6329,0.2127,1.4016,1,0,3.0426
190,245495.154,1110.820,320,560,399.6690,1360.8019,-2839793.562,-1545366.315,31.18805889,-50.96291449,942.719,4014.657,0.6121,0.2409,1.5144,0,0,2.9885
191,245494.401,1062.868,368,560,449.1388,1360.3336,-2839560.065,-1545364.105,31.20029472,-50.96284160,1059.468,4013.552,0.6954,0.4925,0.6249,1,0,1.9880
192,245493.645,1014.915,416,560,499.4411,1360.1114,-2839322.638,-1545363.056,31.21273643,-50.96280701,1178.181,4013.028,0.6423,0.3837,0.6576,1,0,1.8844
193,245492.879,966.966,464,560,548.8840,1360.2049,-2839089.267,-1545363.497,31.22496561,-50.96282157,1294.866,4013.248,0.7145,0.4001,0.1821,1,0,0.9636
194,245492.107,919.015,512,560,599.3877,1360.0341,-2838850.890,-1545362.691,31.23745715,-50.96279498,1414.055,4012.845,0.5810,0.1481,0.1245,1,0,1.1122
195,245491.327,871.068,560,560,649.5408,1360.1075,-2838614.168,-1545363.038,31.24986197,-50.96280642,1532.416,4013.019,0.6228,0.2719,0.1943,1,0,0.9743
196,245490.540,823.120,608,560,699.6430,1360.0227,-2838377.685,-1545362.637,31.26225421,-50.96279321,1650.657,4012.819,0.6776,0.3468,0.1899,1,0,0.7983
197,245489.745,775.176,656,560,749.9056,1359.9171,-2838140.445,-1545362.138,31.27468614,-50.96277677,1769.277,4012.569,0.6379,0.3571,0.2062,1,0,0.7995
198,245488.944,727.229,704,560,799.7326,1359.8870,-2837905.262,-1545361.996,31.28701032,-50.96277208,1886.869,4012.498,0.7155,0.5143,0.3294,1,0,0.4752
199,245488.135,679.288,752,560,850.4033,1359.6340,-2837666.096,-1545360.803,31.29954316,-50.96273271,2006.452,4011.901,0.6281,0.3172,0.3603,1,0,0.8444
200,245487.319,631.344,800,560,899.6840,1359.4712,-2837433.492,-1545360.034,31.31173220,-50.96270737,2122.754,4011.517,0.7567,0.6175,0.4674,1,0,0.1279
201,245486.497,583.405,848,560,949.6058,1359.3361,-2837197.861,-1545359.396,31.32407982,-50.96268633,2240.570,4011.198,0.7284,0.5891,0.6121,1,0,0.3001
202,245485.665,535.464,896,560,1000.0068,1359.2256,-2836959.968,-1545358.875,31.33654598,-50.96266913,2359.516,4010.937,0.6429,0.4294,0.2576,1,0,0.0941
203,245484.829,487.529,944,560,1050.1800,1359.0372,-2836723.150,-1545357.986,31.34895577,-50.96263981,2477.925,4010.493,0.6650,0.2981,0.1170,1,0,0.0885
204,245483.982,439.590,992,560,1100.0972,1359.0533,-2836487.541,-1545358.062,31.36130224,-50.96264233,2595.729,4010.531,0.7014,0.4450,0.2089,1,0,0.1734
205,245483.133,391.658,1040,560,1149.8588,1358.9849,-2836252.666,-1545357.739,31.37361025,-50.96263167,2713.167,4010.369,0.7586,0.5626,0.4300,1,0,0.3925
206,245451.020,1159.601,272,608,349.5158,1408.8397,-2840030.285,-1545593.053,31.17565404,-50.97039185,824.357,4128.027,0.5790,0.3055,1.5816,0,0,3.1449
207,245450.279,1111.661,320,608,398.9428,1408.3873,-2839796.990,-1545590.918,31.18787926,-50.97032143,941.005,4126.959,0.6551,0.3576,0.6500,1,0,2.0934
208,245449.526,1063.712,368,608,449.1872,1408.1922,-2839559.836,-1545589.997,31.20030667,-50.97029107,1059.582,4126.499,0.5888,0.2106,0.6162,1,0,1.9182
209,245448.769,1015.773,416,608,499.1766,1408.2479,-2839323.887,-1545590.260,31.21267100,-50.97029973,1177.557,4126.630,0.5907,0.2799,0.3432,1,0,1.5204
210,245448.003,967.828,464,608,549.5961,1408.2211,-2839085.906,-1545590.133,31.22514174,-50.97029556,1296.547,4126.567,0.7455,0.5146,0.5324,1,0,1.5836
211,245447.231,919.889,512,608,599.3668,1407.9164,-2838850.989,-1545588.695,31.23745198,-50.97024814,1414.006,4125.848,0.7666,0.5420,0.1287,1,0,1.0155
212,245446.451,871.947,560,608,649.9138,1408.0328,-2838612.407,-1545589.245,31.24995423,-50.97026626,1533.297,4126.122,0.7091,0.3099,0.4421,1,0,1.2667
213,245445.664,824.010,608,608,699.2909,1407.9571,-2838379.347,-1545588.887,31.26216713,-50.97025447,1649.827,4125.944,0.6474,0.4069,0.3837,1,0,0.3997
214,245444.870,776.071,656,608,749.4390,1407.7374,-2838142.648,-1545587.850,31.27457072,-50.97022027,1768.176,4125.425,0.5937,0.2719,0.3631,1,0,0.2673
215,245444.069,728.135,704,608,800.2003,1407.7008,-2837903.054,-1545587.678,31.28712599,-50.97021458,1887.973,4125.339,0.6643,0.3463,0.2807,1,0,0.8147
216,245443.261,680.200,752,608,849.8497,1407.7309,-2837668.709,-1545587.820,31.29940624,-50.97021926,2005.145,4125.410,0.7173,0.5242,0.2684,1,0,0.3708
217,245442.444,632.266,800,608,900.2867,1407.5843,-2837430.647,-1545587.128,31.31188127,-50.97019644,2124.177,4125.064,0.6150,0.4271,0.2380,1,0,0.5868
218,245441.623,584.335,848,608,949.8499,1407.3332,-2837196.709,-1545585.942,31.32414020,-50.97015735,2241.146,4124.471,0.6852,0.4622,0.3178,1,0,0.0863
219,245440.791,536.402,896,608,999.7335,1407.2092,-2836961.258,-1545585.357,31.33647838,-50.97013805,2358.871,4124.179,0.7338,0.5795,0.4685,1,0,0.2541
220,245439.956,488.474,944,608,1049.8721,1407.1185,-2836724.604,-1545584.930,31.34887962,-50.97012394,2477.198,4123.965,0.5612,0.3062,0.3437,1,0,0.2059
221,245439.109,440.543,992,608,1100.1670,1407.0348,-2836487.212,-1545584.534,31.36131951,-50.97011091,2595.894,4123.767,0.6759,0.4646,0.0776,1,0,0.1606
222,245438.260,392.620,1040,608,1149.9837,1406.9437,-2836252.077,-1545584.104,31.37364113,-50.97009672,2713.461,4123.552,0.7778,0.6252,0.2120,1,0,0.2189
223,245406.143,1160.442,272,656,349.2017,1456.7797,-2840031.768,-1545819.330,31.17557634,-50.97785399,823.616,4241.165,0.6583,0.4270,1.1892,1,0,2.6907
224,245405.401,1112.506,320,656,399.7789,1456.6808,-2839793.044,-1545818.863,31.18808605,-50.97783858,942.978,4240.932,0.6043,0.3083,1.4565,1,0,2.8295
225,245404.649,1064.569,368,656,449.2804,1456.1951,-2839559.397,-1545816.571,31.20032972,-50.97776298,1059.802,4239.785,0.6301,0.2384,0.6549,1,0,1.9027
226,245403.893,1016.635,416,656,498.9615,1456.2782,-2839324.902,-1545816.963,31.21261781,-50.97777593,1177.049,4239.982,0.6352,0.4144,0.1155,1,0,1.2134
227,245403.127,968.700,464,656,549.1363,1456.0550,-2839088.077,-1545815.910,31.22502800,-50.97774118,1295.462,4239.455,0.7372,0.4092,0.0623,1,0,1.0340
228,245402.355,920.768,512,656,599.3177,1455.9645,-2838851.221,-1545815.482,31.23743983,-50.97772709,1413.890,4239.241,0.6757,0.3273,0.0574,1,0,0.8965
229,245401.576,872.836,560,656,649.8905,1456.0410,-2838612.517,-1545815.843,31.24994849,-50.97773900,1533.242,4239.422,0.7309,0.4937,0.4119,1,0,1.1898
230,245400.789,824.905,608,656,698.9223,1455.8161,-2838381.087,-1545814.782,31.26207596,-50.97770399,1648.957,4238.891,0.7491,0.5910,0.7312,1,0,0.0591
231,245399.995,776.975,656,656,749.5240,1455.9350,-2838142.247,-1545815.343,31.27459174,-50.97772250,1768.377,4239.172,0.6380,0.3809,0.3314,1,0,0.4046
232,245399.194,729.047,704,656,799.7027,1455.8527,-2837905.403,-1545814.955,31.28700290,-50.97770969,1886.798,4238.977,0.6556,0.3645,0.2956,1,0,0.3990
233,245398.387,681.120,752,656,849.0997,1455.2826,-2837672.250,-1545812.264,31.29922072,-50.97762094,2003.375,4237.632,0.6604,0.4416,0.9300,1,0,0.5218
234,245397.570,633.193,800,656,900.7902,1455.7138,-2837428.270,-1545814.299,31.31200582,-50.97768806,2125.365,4238.649,0.6012,0.4397,0.7810,1,0,1.1151
235,245396.749,585.269,848,656,950.1017,1455.2273,-2837195.520,-1545812.003,31.32420250,-50.97761234,2241.740,4237.501,0.7494,0.5298,0.0882,1,0,0.2546
236,245395.918,537.345,896,656,999.8195,1455.2613,-2836960.852,-1545812.164,31.33649964,-50.97761764,2359.074,4237.582,0.7630,0.5837,0.3208,1,0,0.1720
237,245395.083,489.424,944,656,1049.6027,1455.1651,-2836725.875,-1545811.709,31.34881297,-50.97760266,2476.562,4237.355,0.5410,0.3579,0.5391,1,0,0.4218
238,245394.237,441.503,992,656,1099.5511,1455.0483,-2836490.119,-1545811.158,31.36116719,-50.97758447,2594.441,4237.079,0.5514,0.3942,0.5692,1,0,0.5020
239,245393.388,393.585,1040,656,1150.1137,1454.8711,-2836251.463,-1545810.322,31.37367331,-50.97755690,2713.768,4236.661,0.7703,0.5180,0.0514,1,0,0.1331
240,245361.278,1161.269,272,704,349.3802,1504.6384,-2840030.925,-1546045.223,31.17562050,-50.98530346,824.037,4354.112,0.7229,0.4655,1.2629,1,0,2.7236
241,245360.537,1113.343,320,704,398.6525,1504.4660,-2839798.360,-1546044.410,31.18780745,-50.98527662,940.320,4353.705,0.7454,0.5352,0.2580,1,0,1.5713
242,245359.785,1065.413,368,704,449.0995,1504.2995,-2839560.250,-1546043.623,31.20028499,-50.98525070,1059.375,4353.312,0.6002,0.2208,0.4213,1,0,1.6209
243,245359.029,1017.487,416,704,499.0954,1504.1223,-2839324.270,-1546042.787,31.21265094,-50.98522312,1177.365,4352.894,0.6539,0.1718,0.1931,1,0,1.2531
244,245358.263,969.560,464,704,549.0535,1504.0713,-2839088.467,-1546042.547,31.22500754,-50.98521519,1295.266,4352.773,0.7453,0.5256,0.0893,1,0,0.8764
245,245357.492,921.635,512,704,598.8074,1503.9950,-2838853.629,-1546042.186,31.23731363,-50.98520331,1412.686,4352.593,0.7284,0.5762,0.5201,1,0,0.3253
246,245356.712,873.712,560,704,649.8532,1503.9767,-2838612.693,-1546042.100,31.24993925,-50.98520046,1533.154,4352.550,0.6895,0.3333,0.3585,1,0,1.0977
247,245355.926,825.787,608,704,699.1198,1503.7944,-2838380.155,-1546041.239,31.26212481,-50.98517208,1649.423,4352.120,0.7109,0.4353,0.5278,1,0,0.1127
248,245355.133,777.867,656,704,749.3348,1503.7204,-2838143.140,-1546040.890,31.27454496,-50.98516057,1767.930,4351.945,0.6861,0.3541,0.4371,1,0,0.1131
249,245354.331,729.945,704,704,799.6702,1503.8433,-2837905.557,-1546041.471,31.28699487,-50.98517970,1886.722,4352.235,0.6662,0.4015,0.2910,1,0,0.3623
250,245353.524,682.028,752,704,849.0355,1503.3470,-2837672.552,-1546039.128,31.29920485,-50.98510244,2003.224,4351.064,0.6069,0.3407,0.9382,1,0,0.5586
251,245352.707,634.107,800,704,900.1813,1503.5124,-2837431.144,-1546039.909,31.31185522,-50.98512820,2123.928,4351.454,0.5357,0.2883,0.1896,1,0,0.4916
252,245351.886,586.194,848,704,950.1867,1503.2480,-2837195.119,-1546038.661,31.32422350,-50.98508703,2241.941,4350.830,0.8115,0.6474,0.1534,1,0,0.3710
253,245351.055,538.275,896,704,999.9764,1503.1351,-2836960.111,-1546038.128,31.33653846,-50.98506946,2359.444,4350.564,0.7554,0.5071,0.1075,1,0,0.0853
254,245350.220,490.366,944,704,1049.9582,1503.1054,-2836724.197,-1546037.987,31.34890091,-50.98506484,2477.401,4350.494,0.6415,0.3841,0.0955,1,0,0.0902
255,245349.373,442.448,992,704,1099.8638,1503.1247,-2836488.643,-1546038.078,31.36124453,-50.98506784,2595.179,4350.539,0.6997,0.5756,0.2226,1,0,0.2479
256,245348.525,394.543,1040,704,1149.9866,1502.9398,-2836252.063,-1546037.206,31.37364186,-50.98503906,2713.468,4350.103,0.7844,0.6263,0.1000,1,0,0.1769
257,245316.416,1162.102,272,752,348.6369,1552.4918,-2840034.434,-1546271.091,31.17543664,-50.99275211,822.283,4467.046,0.5357,0.2805,0.4427,1,0,1.8504
258,245315.675,1114.184,320,752,398.7928,1552.3247,-2839797.698,-1546270.303,31.18784216,-50.99272610,940.651,4466.651,0.6576,0.2904,0.3244,1,0,1.5969
259,245314.923,1066.261,368,752,448.7021,1552.2596,-2839562.126,-1546269.995,31.20018669,-50.99271596,1058.437,4466.498,0.6783,0.3842,0.0279,1,0,1.1279
260,245314.166,1018.345,416,752,499.2827,1552.0601,-2839323.386,-1546269.054,31.21269726,-50.99268492,1177.807,4466.027,0.6810,0.3343,0.3617,1,0,1.3623
261,245313.401,970.424,464,752,548.9731,1552.0542,-2839088.847,-1546269.026,31.22498765,-50.99268399,1295.077,4466.013,0.7028,0.4038,0.1890,1,0,0.7285
262,245312.629,922.510,512,752,598.9722,1551.9439,-2838852.851,-1546268.505,31.23735438,-50.99266682,1413.074,4465.753,0.7983,0.4290,0.3718,1,0,0.4369
263,245311.850,874.592,560,752,649.2077,1551.9097,-2838615.740,-1546268.344,31.24977960,-50.99266150,1531.630,4465.672,0.6318,0.4050,0.2884,1,0,0.4082
264,245311.063,826.679,608,752,699.3135,1551.8282,-2838379.240,-1546267.959,31.26217272,-50.99264881,1649.880,4465.480,0.6704,0.3912,0.3192,1,0,0.2814
265,245310.270,778.763,656,752,749.7319,1551.8140,-2838141.265,-1546267.892,31.27464317,-50.99264661,1768.867,4465.446,0.7327,0.5014,0.0784,1,0,0.5069
266,245309.468,730.853,704,752,799.6263,1551.8549,-2837905.764,-1546268.085,31.28698402,-50.99265298,1886.618,4465.543,0.6892,0.4235,0.3056,1,0,0.3407
267,245308.661,682.940,752,752,849.6877,1551.8324,-2837669.474,-1546267.979,31.29936615,-50.99264948,2004.763,4465.490,0.6248,0.4254,0.3735,1,0,0.3740
268,245307.844,635.031,800,752,899.8826,1551.3905,-2837432.554,-1546265.893,31.31178133,-50.99258068,2123.223,4464.447,0.5873,0.3644,0.0804,1,0,0.1985
269,245307.023,587.122,848,752,949.8235,1551.3266,-2837196.833,-1546265.591,31.32413367,-50.99257073,2241.083,4464.296,0.5898,0.2372,0.1571,1,0,0.0857
270,245306.191,539.216,896,752,999.7921,1551.1211,-2836960.981,-1546264.622,31.33649287,-50.99253876,2359.009,4463.811,0.6848,0.4104,0.2054,1,0,0.0490
271,245305.357,491.310,944,752,1049.9479,1551.0716,-2836724.246,-1546264.388,31.34889835,-50.99253105,2477.377,4463.694,0.6366,0.3486,0.0175,1,0,0.0934
272,245304.510,443.406,992,752,1100.3514,1550.9115,-2836486.341,-1546263.632,31.36136513,-50.99250613,2596.329,4463.316,0.7229,0.5852,0.4372,1,0,0.4761
273,245303.662,395.503,1040,752,1150.0645,1550.8898,-2836251.696,-1546263.530,31.37366113,-50.99250275,2713.652,4463.265,0.7319,0.4825,0.2188,1,0,0.2454
274,245271.563,1162.934,272,800,349.0062,1600.5732,-2840032.691,-1546498.035,31.17552798,-51.00023625,823.155,4580.518,0.5992,0.2221,0.7629,1,0,2.1100
275,245270.822,1115.021,320,800,398.4561,1600.2202,-2839799.287,-1546496.370,31.18775888,-51.00018131,939.856,4579.685,0.6084,0.3447,0.1532,1,0,1.1639
276,245270.070,1067.109,368,800,448.9612,1600.2444,-2839560.903,-1546496.484,31.20025079,-51.00018507,1059.049,4579.742,0.6521,0.2367,0.2081,1,0,1.2994
277,245269.314,1019.197,416,800,499.3572,1600.0680,-2839323.034,-1546495.651,31.21271568,-51.00015761,1177.983,4579.325,0.6213,0.2853,0.4056,1,0,1.3623
278,245268.549,971.289,464,800,548.9415,1600.0756,-2839088.996,-1546495.687,31.22497983,-51.00015879,1295.002,4579.343,0.6834,0.3160,0.2282,1,0,0.6361
279,245267.778,923.377,512,800,599.0244,1599.9269,-2838852.605,-1546494.985,31.23736728,-51.00013564,1413.197,4578.992,0.7440,0.3568,0.3281,1,0,0.4437
280,245266.999,875.472,560,800,648.8884,1599.9811,-2838617.247,-1546495.241,31.24970062,-51.00014409,1530.877,4579.120,0.6718,0.3020,0.6008,1,0,0.1079
281,245266.212,827.562,608,800,699.6016,1599.9184,-2838377.881,-1546494.945,31.26224397,-51.00013432,1650.560,4578.972,0.6377,0.3133,0.0844,1,0,0.5611
282,245265.420,779.660,656,800,749.6329,1599.8675,-2838141.733,-1546494.705,31.27461869,-51.00012641,1768.634,4578.852,0.7192,0.4656,0.1557,1,0,0.4242
283,245264.618,731.751,704,800,799.7807,1599.7585,-2837905.035,-1546494.190,31.28702221,-51.00010944,1886.983,4578.595,0.6362,0.3585,0.1248,1,0,0.4077
284,245263.812,683.853,752,800,850.0130,1599.3932,-2837667.939,-1546492.466,31.29944661,-51.00005258,2005.531,4577.733,0.6802,0.5281,0.2082,1,0,0.4751
