# Stage O tie points: Chandrayaan-2 TMC-2 (source) to LROC NAC DTM orthophoto (reference), Pitiscus.
# tmc_scan/tmc_pixel: 0-based line/sample in ch2_tmc_ncn_20230130T1900132182_d_img_d32.img (via ISRO geometry CSV).
# nac_col/nac_row: 0-based pixel-centre index in NAC_DTM_PITISCUS_M1149280834_2M.TIF.
# map_x/map_y: metres, equirectangular Moon sphere R=1737400, std parallel -51, CM 180 (NAC CRS). lon/lat in degrees.
# Residuals in common-grid px (1 px = 4.72 m). heldout_residual_px: spatial-block 5-fold, model never saw the node.
# Reference error: lola_rms 0.92 m. These are relative residuals, not ground-truth errors.
id,tmc_scan,tmc_pixel,grid_src_x,grid_src_y,grid_ref_x,grid_ref_y,map_x,map_y,lon,lat,nac_col,nac_row,ncc_peak,ncc_second,fit_residual_px,is_inlier,spatial_fold,heldout_residual_px
894,243609.224,1098.932,368,2576,446.1512,3376.3491,-2839574.167,-1554879.698,31.19955574,-51.27664575,1052.417,8771.349,0.6597,0.4670,0.5252,1,2,0.8266
895,243608.468,1051.318,416,2576,495.5065,3376.3463,-2839341.209,-1554879.685,31.21176326,-51.27664532,1168.895,8771.342,0.6415,0.3302,0.5007,1,2,0.7007
896,243607.712,1003.706,464,2576,545.6644,3376.2328,-2839104.464,-1554879.149,31.22416926,-51.27662765,1287.268,8771.074,0.6226,0.3524,0.5332,1,2,0.8617
897,243606.942,956.094,512,2576,595.8605,3376.0259,-2838867.538,-1554878.172,31.23658474,-51.27659545,1405.731,8770.586,0.8255,0.5319,0.7769,1,2,1.1523
898,243606.171,908.484,560,2576,644.8241,3375.9137,-2838636.430,-1554877.642,31.24869536,-51.27657797,1521.285,8770.321,0.7738,0.5365,0.3523,1,2,0.5921
899,243605.387,860.873,608,2576,695.4084,3375.8274,-2838397.672,-1554877.235,31.26120683,-51.27656455,1640.664,8770.118,0.7190,0.3720,0.8579,1,2,1.2720
900,243604.601,813.266,656,2576,745.5266,3375.9837,-2838161.114,-1554877.973,31.27360305,-51.27658888,1758.943,8770.487,0.6672,0.3236,1.3523,1,2,1.7819
901,243603.804,765.657,704,2576,795.1589,3375.7793,-2837926.850,-1554877.008,31.28587905,-51.27655706,1876.075,8770.004,0.6813,0.3487,1.2738,1,2,1.7161
902,243603.002,718.051,752,2576,845.2723,3375.6302,-2837690.315,-1554876.305,31.29827405,-51.27653386,1994.343,8769.652,0.6489,0.2657,1.6956,0,2,2.1448
903,243602.192,670.446,800,2576,894.2910,3375.2833,-2837458.946,-1554874.667,31.31039832,-51.27647986,2110.027,8768.834,0.7068,0.3694,1.0467,1,2,1.5012
904,243601.375,622.843,848,2576,943.8820,3375.2002,-2837224.877,-1554874.275,31.32266411,-51.27646693,2227.062,8768.638,0.5114,0.3017,1.0417,1,2,1.5018
905,243600.551,575.240,896,2576,993.1459,3375.1636,-2836992.351,-1554874.102,31.33484901,-51.27646122,2343.324,8768.551,0.5708,0.2967,0.7762,1,2,1.2380
906,243599.720,527.639,944,2576,1042.7800,3375.1359,-2836758.079,-1554873.971,31.34712545,-51.27645690,2460.461,8768.486,0.6745,0.4487,0.8880,1,2,1.3454
907,243567.319,1290.184,176,2624,246.3590,3424.7673,-2840517.186,-1555108.232,31.15013929,-51.28418232,580.907,8885.616,0.6847,0.3849,0.5337,1,2,0.7547
908,243566.593,1242.569,224,2624,296.5337,3424.8555,-2840280.361,-1555108.648,31.16254947,-51.28419605,699.319,8885.824,0.6439,0.4540,0.8085,1,2,1.0425
909,243565.866,1194.967,272,2624,346.4669,3424.6087,-2840044.676,-1555107.483,31.17489991,-51.28415763,817.162,8885.242,0.6117,0.3374,0.7222,1,2,0.9758
910,243565.126,1147.354,320,2624,396.0387,3424.3870,-2839810.697,-1555106.437,31.18716096,-51.28412313,934.151,8884.718,0.6806,0.3293,0.4425,1,2,0.7194
911,243564.385,1099.753,368,2624,445.0910,3424.2043,-2839579.170,-1555105.574,31.19929354,-51.28409468,1049.915,8884.287,0.6008,0.2492,0.5933,1,2,0.5577
912,243563.629,1052.142,416,2624,495.5583,3424.3125,-2839340.965,-1555106.085,31.21177607,-51.28411153,1169.018,8884.543,0.6593,0.2556,0.4937,1,2,0.7841
913,243562.874,1004.542,464,2624,545.5469,3424.2179,-2839105.019,-1555105.639,31.22414022,-51.28409681,1286.991,8884.319,0.6726,0.3226,0.5908,1,2,0.9324
914,243562.104,956.933,512,2624,595.9020,3423.9793,-2838867.343,-1555104.512,31.23659499,-51.28405966,1405.829,8883.756,0.8365,0.5320,1.0147,1,2,1.3861
915,243561.333,909.334,560,2624,644.7614,3423.8689,-2838636.726,-1555103.991,31.24867986,-51.28404247,1521.137,8883.495,0.7689,0.5162,0.3284,1,2,0.6691
916,243560.550,861.729,608,2624,695.3006,3423.8408,-2838398.181,-1555103.858,31.26118018,-51.28403810,1640.409,8883.429,0.6760,0.3301,1.0013,1,2,1.4155
917,243559.764,814.131,656,2624,745.2392,3423.8190,-2838162.471,-1555103.756,31.27353196,-51.28403471,1758.265,8883.378,0.7465,0.3942,1.2679,1,2,1.6973
918,243558.968,766.530,704,2624,795.1023,3423.7314,-2837927.117,-1555103.342,31.28586504,-51.28402107,1875.941,8883.171,0.7120,0.4815,1.4632,1,2,1.9043
919,243558.166,718.932,752,2624,844.9298,3423.7059,-2837691.931,-1555103.222,31.29818935,-51.28401710,1993.534,8883.111,0.6236,0.2985,1.6694,0,2,2.1204
920,243557.356,671.335,800,2624,894.5159,3423.4397,-2837457.885,-1555101.965,31.31045394,-51.28397566,2110.558,8882.483,0.5998,0.2812,1.5935,0,2,2.0484
921,243556.540,623.739,848,2624,943.6596,3423.3256,-2837225.927,-1555101.427,31.32260909,-51.28395791,2226.537,8882.213,0.5727,0.3589,1.1669,1,2,1.6282
922,243555.716,576.145,896,2624,992.7504,3423.2663,-2836994.218,-1555101.147,31.33475119,-51.28394868,2342.391,8882.073,0.6192,0.2138,0.7784,1,2,1.2283
923,243554.885,528.550,944,2624,1042.2367,3423.0364,-2836760.643,-1555100.062,31.34699108,-51.28391289,2459.179,8881.531,0.6696,0.3864,0.6640,1,2,1.1165
924,243522.484,1290.969,176,2672,245.9319,3472.7618,-2840519.201,-1555334.766,31.15003368,-51.29165293,579.899,8998.883,0.5570,0.3927,0.5344,1,2,0.7364
925,243521.759,1243.367,224,2672,296.4493,3472.6100,-2840280.759,-1555334.049,31.16252859,-51.29162930,699.120,8998.525,0.5034,0.2094,0.6925,1,2,0.9160
926,243521.032,1195.769,272,2672,346.2616,3472.6150,-2840045.645,-1555334.073,31.17484914,-51.29163009,816.677,8998.536,0.5843,0.2395,0.7219,1,2,0.9781
927,243520.291,1148.168,320,2672,396.5718,3472.8363,-2839808.181,-1555335.117,31.18729282,-51.29166453,935.409,8999.059,0.6269,0.3220,1.2782,1,2,1.5586
928,243519.550,1100.572,368,2672,445.6567,3472.3244,-2839576.500,-1555332.701,31.19943345,-51.29158485,1051.250,8997.851,0.7946,0.5115,0.4783,1,2,0.7741
929,243518.795,1052.971,416,2672,495.4242,3472.1027,-2839341.598,-1555331.655,31.21174289,-51.29155034,1168.701,8997.327,0.7028,0.4504,0.3582,1,2,0.6834
930,243518.039,1005.378,464,2672,545.4864,3471.9985,-2839105.304,-1555331.163,31.22412524,-51.29153412,1286.848,8997.081,0.6148,0.3052,0.5860,1,2,0.9407
931,243517.270,957.779,512,2672,595.3618,3471.9602,-2838869.892,-1555330.982,31.23646139,-51.29152816,1404.554,8996.991,0.6416,0.2825,0.7318,1,2,1.1090
932,243516.499,910.187,560,2672,645.5152,3472.0286,-2838633.168,-1555331.305,31.24886629,-51.29153881,1522.916,8997.153,0.6753,0.3497,1.1963,1,2,1.5933
933,243515.716,862.590,608,2672,695.2491,3471.8154,-2838398.424,-1555330.299,31.26116743,-51.29150562,1640.288,8996.649,0.6198,0.4167,1.1905,1,2,1.6027
934,243514.134,767.406,704,2672,794.2826,3471.2480,-2837930.986,-1555327.621,31.28566232,-51.29141731,1874.007,8995.310,0.6695,0.5874,0.8368,1,2,1.2568
935,243513.333,719.818,752,2672,844.1328,3471.3134,-2837695.693,-1555327.929,31.29799221,-51.29142748,1991.653,8995.465,0.6276,0.3147,1.0780,1,2,1.5212
936,243511.706,624.642,848,2672,943.0837,3471.1669,-2837228.645,-1555327.238,31.32246667,-51.29140468,2225.178,8995.119,0.6146,0.3173,0.8706,1,2,1.3300
937,243510.883,577.053,896,2672,992.2725,3471.0048,-2836996.474,-1555326.473,31.33463298,-51.29137945,2341.263,8994.736,0.5977,0.3279,0.5135,1,2,0.9718
938,243510.051,529.471,944,2672,1041.3047,3470.9208,-2836765.042,-1555326.076,31.34676058,-51.29136637,2456.979,8994.538,0.7813,0.5339,0.2950,1,2,0.5910
939,243478.350,1339.360,128,2720,196.2445,3520.7140,-2840753.726,-1555561.100,31.13774403,-51.29911696,462.637,9112.050,0.7033,0.4126,0.4882,1,2,0.6878
940,243477.637,1291.771,176,2720,246.1973,3520.7078,-2840517.949,-1555561.071,31.15009931,-51.29911600,580.526,9112.035,0.6212,0.4973,0.5803,1,2,0.7960
941,243476.911,1244.174,224,2720,296.6761,3520.7297,-2840279.689,-1555561.174,31.16258471,-51.29911941,699.656,9112.087,0.5521,0.2092,1.0984,1,2,1.3105
942,243476.184,1196.587,272,2720,346.0775,3520.5905,-2840046.514,-1555560.517,31.17480360,-51.29909773,816.243,9111.759,0.6670,0.2808,0.7183,1,2,0.9753
943,243475.443,1148.992,320,2720,395.6801,3520.4565,-2839812.390,-1555559.885,31.18707227,-51.29907688,933.305,9111.442,0.6535,0.3651,0.5483,1,2,0.8237
944,243474.702,1101.406,368,2720,445.6392,3520.2389,-2839576.583,-1555558.858,31.19942912,-51.29904302,1051.209,9110.929,0.7892,0.4774,0.5528,1,2,0.8601
945,243473.946,1053.813,416,2720,495.3090,3520.1162,-2839342.142,-1555558.279,31.21171440,-51.29902391,1168.429,9110.639,0.7071,0.5110,0.4518,1,2,0.7821
946,243473.190,1006.227,464,2720,545.5090,3520.1141,-2839105.197,-1555558.269,31.22413085,-51.29902359,1286.901,9110.634,0.5954,0.3692,0.8718,1,2,1.2269
947,243472.420,958.638,512,2720,595.6461,3520.0339,-2838868.550,-1555557.890,31.23653171,-51.29901110,1405.225,9110.445,0.5652,0.3082,1.2517,1,2,1.6249
948,243471.649,911.052,560,2720,645.0459,3519.8821,-2838635.383,-1555557.174,31.24875022,-51.29898747,1521.808,9110.087,0.7026,0.3700,0.9457,1,2,1.3421
949,243470.866,863.466,608,2720,695.4300,3519.8717,-2838397.570,-1555557.125,31.26121218,-51.29898586,1640.715,9110.062,0.6928,0.5756,1.6362,0,2,2.0457
950,243470.080,815.882,656,2720,745.0207,3519.5845,-2838163.502,-1555555.769,31.27347791,-51.29894115,1757.749,9109.384,0.6413,0.5317,1.5240,0,2,1.9422
951,243469.283,768.300,704,2720,793.7486,3519.2890,-2837933.507,-1555554.374,31.28553022,-51.29889515,1872.747,9108.687,0.7287,0.6025,0.5935,1,2,1.0251
952,243468.481,720.716,752,2720,843.6663,3519.4844,-2837697.895,-1555555.297,31.29787684,-51.29892557,1990.553,9109.148,0.6945,0.5060,0.9721,1,2,1.4214
953,243467.671,673.138,800,2720,893.3269,3519.1944,-2837463.497,-1555553.927,31.31015984,-51.29888042,2107.751,9108.464,0.6892,0.4451,0.9784,1,2,1.4289
954,243466.854,625.556,848,2720,942.7957,3519.1549,-2837230.004,-1555553.741,31.32239543,-51.29887428,2224.498,9108.371,0.6331,0.2832,0.9012,1,2,1.3585
955,243466.030,577.981,896,2720,991.7674,3519.0918,-2836998.858,-1555553.443,31.33450805,-51.29886446,2340.071,9108.222,0.6168,0.3834,0.4496,1,2,0.8754
956,243465.198,530.401,944,2720,1040.9750,3518.9898,-2836766.598,-1555552.962,31.34667901,-51.29884858,2456.201,9107.981,0.7331,0.4720,0.3826,1,2,0.6670
957,243433.491,1340.165,128,2768,195.8596,3568.8107,-2840755.543,-1555788.117,31.13764882,-51.30660349,461.729,9225.558,0.7219,0.4639,0.5348,1,2,0.7495
958,243432.778,1292.583,176,2768,246.0726,3568.6622,-2840518.538,-1555787.415,31.15006845,-51.30658037,580.231,9225.208,0.7598,0.4235,0.5844,1,2,0.7961
959,243432.052,1244.995,224,2768,296.1487,3568.5970,-2840282.178,-1555787.108,31.16245424,-51.30657023,698.411,9225.054,0.7102,0.5107,0.7495,1,2,0.9738
960,243431.325,1197.416,272,2768,345.9196,3568.6184,-2840047.260,-1555787.209,31.17476454,-51.30657355,815.870,9225.104,0.6268,0.3227,0.7756,1,2,1.0333
961,243430.584,1149.829,320,2768,395.5231,3568.3600,-2839813.131,-1555785.989,31.18703343,-51.30653333,932.934,9224.495,0.7688,0.5673,0.5092,1,2,0.7903
962,243429.842,1102.252,368,2768,445.3405,3568.1603,-2839577.993,-1555785.047,31.19935523,-51.30650225,1050.504,9224.023,0.7581,0.5315,0.4492,1,2,0.7569
963,243429.087,1054.665,416,2768,495.1484,3568.0239,-2839342.900,-1555784.403,31.21167468,-51.30648102,1168.050,9223.701,0.6866,0.2341,0.4574,1,2,0.7894
964,243428.330,1007.090,464,2768,545.4041,3567.9791,-2839105.693,-1555784.191,31.22410488,-51.30647404,1286.654,9223.596,0.6034,0.3433,0.9477,1,2,1.2954
965,243427.561,959.505,512,2768,595.1459,3567.9848,-2838870.911,-1555784.218,31.23640798,-51.30647492,1404.044,9223.609,0.6039,0.3085,1.0045,1,2,1.3801
966,243426.790,911.932,560,2768,645.0865,3567.8820,-2838635.192,-1555783.733,31.24876026,-51.30645893,1521.904,9223.367,0.7091,0.3862,1.2318,1,2,1.6246
967,243426.007,864.350,608,2768,694.7151,3567.7817,-2838400.945,-1555783.260,31.26103535,-51.30644331,1639.028,9223.130,0.7605,0.4959,1.1895,1,2,1.6008
968,243422.812,674.054,800,2768,892.8699,3567.2579,-2837465.654,-1555780.787,31.31004682,-51.30636178,2106.673,9221.894,0.6807,0.3722,0.8647,1,2,1.3173
969,243421.995,626.486,848,2768,942.4196,3567.0027,-2837231.780,-1555779.583,31.32230240,-51.30632206,2223.610,9221.291,0.5075,0.2374,0.8148,1,2,1.2650
970,243421.171,578.913,896,2768,991.4601,3566.9103,-2837000.308,-1555779.146,31.33443203,-51.30630767,2339.346,9221.073,0.5886,0.3937,0.3587,1,2,0.8093
971,243420.339,531.347,944,2768,1040.6036,3567.0813,-2836768.351,-1555779.954,31.34658716,-51.30633430,2455.325,9221.477,0.7382,0.5186,0.4985,1,2,0.7485
972,243388.644,1340.966,128,2816,196.0612,3616.7567,-2840754.591,-1556014.421,31.13769868,-51.31406654,462.204,9338.711,0.7011,0.4263,0.6336,1,2,0.8225
973,243387.932,1293.391,176,2816,245.5855,3616.7821,-2840520.836,-1556014.541,31.14994799,-51.31407050,579.082,9338.771,0.7863,0.6223,0.6017,1,2,0.8171
974,243387.207,1245.812,224,2816,295.9565,3616.6526,-2840283.085,-1556013.930,31.16240671,-51.31405034,697.957,9338.465,0.7140,0.5665,0.7946,1,2,1.0238
975,243386.481,1198.238,272,2816,345.4935,3616.1899,-2840049.271,-1556011.746,31.17465915,-51.31397833,814.865,9337.373,0.5103,0.2899,0.3355,1,2,0.5835
976,243385.740,1150.661,320,2816,395.5430,3616.2741,-2839813.037,-1556012.144,31.18703837,-51.31399143,932.982,9337.572,0.7422,0.5433,0.6374,1,2,0.9150
977,243384.999,1103.088,368,2816,444.9876,3616.1492,-2839579.658,-1556011.554,31.19926796,-51.31397199,1049.671,9337.277,0.6074,0.2946,0.3645,1,2,0.6658
978,243384.245,1055.513,416,2816,495.1753,3615.9546,-2839342.773,-1556010.636,31.21168134,-51.31394170,1168.114,9336.818,0.7459,0.3123,0.6736,1,2,0.9941
979,243383.489,1007.940,464,2816,545.0383,3615.9610,-2839107.419,-1556010.666,31.22401442,-51.31394269,1285.790,9336.833,0.6567,0.2474,0.8309,1,2,1.1813
980,243382.721,960.369,512,2816,594.9078,3615.9305,-2838872.035,-1556010.522,31.23634910,-51.31393795,1403.482,9336.761,0.6715,0.3178,1.0052,1,2,1.3787
981,243381.951,912.797,560,2816,644.6234,3615.9491,-2838637.378,-1556010.610,31.24864571,-51.31394083,1520.811,9336.805,0.6728,0.2978,1.0799,1,2,1.4755
982,243381.169,865.229,608,2816,695.1506,3615.6851,-2838398.889,-1556009.364,31.26114307,-51.31389975,1640.055,9336.182,0.7981,0.6799,1.8602,0,2,2.2589
983,243380.383,817.658,656,2816,744.4359,3615.5800,-2838166.262,-1556008.868,31.27333327,-51.31388339,1756.369,9335.934,0.7183,0.6305,1.5117,0,2,1.9294
984,243379.588,770.093,704,2816,793.9291,3615.6216,-2837932.654,-1556009.064,31.28557488,-51.31388986,1873.173,9336.032,0.8359,0.7357,1.4317,1,2,1.8674
985,243378.787,722.524,752,2816,842.9632,3615.3017,-2837701.214,-1556007.554,31.29770292,-51.31384007,1988.893,9335.277,0.7713,0.6661,0.8335,1,2,1.2773
986,243377.978,674.962,800,2816,892.3243,3615.0944,-2837468.229,-1556006.575,31.30991187,-51.31380780,2105.385,9334.788,0.7175,0.4491,0.6043,1,2,1.0524
987,243377.162,627.395,848,2816,941.9189,3615.0951,-2837234.143,-1556006.579,31.32217855,-51.31380791,2222.429,9334.789,0.5661,0.2981,0.6872,1,2,1.1390
988,243376.339,579.837,896,2816,991.3166,3614.9133,-2837000.986,-1556005.721,31.33439655,-51.31377962,2339.007,9334.360,0.5990,0.3098,0.5440,1,2,0.9948
989,243375.508,532.272,944,2816,1040.4140,3614.7857,-2836769.246,-1556005.118,31.34654027,-51.31375975,2454.877,9334.059,0.5261,0.1756,0.2368,1,2,0.6354
990,243343.834,1341.741,128,2864,196.1089,3664.6151,-2840754.366,-1556240.313,31.13771049,-51.32151597,462.317,9451.657,0.6489,0.3522,0.7155,1,2,0.8637
991,243343.122,1294.178,176,2864,244.9335,3664.4384,-2840523.914,-1556239.479,31.14978673,-51.32148848,577.543,9451.240,0.7487,0.4295,0.5050,1,2,0.5955
992,243342.396,1246.603,224,2864,295.2586,3664.2198,-2840286.380,-1556238.447,31.16223409,-51.32145444,696.310,9450.724,0.6066,0.2668,0.1524,1,2,0.3880
993,243341.671,1199.042,272,2864,345.1969,3664.1623,-2840050.671,-1556238.176,31.17458578,-51.32144549,814.165,9450.588,0.6228,0.4527,0.2540,1,2,0.5087
994,243340.930,1151.467,320,2864,395.4677,3664.0759,-2839813.393,-1556237.768,31.18701973,-51.32143205,932.804,9450.384,0.5686,0.2845,0.6991,1,2,0.9519
995,243340.190,1103.908,368,2864,445.0327,3664.0635,-2839579.446,-1556237.710,31.19927911,-51.32143012,1049.777,9450.355,0.6520,0.3851,0.5344,1,2,0.8362
996,243339.435,1056.336,416,2864,495.0117,3663.9986,-2839343.545,-1556237.403,31.21164087,-51.32142001,1167.728,9450.202,0.7278,0.4405,0.7629,1,2,1.0861
997,243338.680,1008.777,464,2864,544.6898,3663.9393,-2839109.064,-1556237.123,31.22392820,-51.32141078,1284.968,9450.062,0.6702,0.2951,0.7367,1,2,1.0884
998,243337.912,961.208,512,2864,594.7193,3663.9389,-2838872.925,-1556237.122,31.23630248,-51.32141072,1403.038,9450.061,0.6889,0.3281,1.0810,1,2,1.4534
999,243337.141,913.651,560,2864,643.9403,3663.8116,-2838640.602,-1556236.521,31.24847676,-51.32139091,1519.199,9449.760,0.7201,0.4525,0.6621,1,2,1.0549
1000,243336.360,866.084,608,2864,694.2709,3663.6509,-2838403.042,-1556235.762,31.26092548,-51.32136589,1637.979,9449.381,0.6564,0.4771,1.2706,1,2,1.6740
1001,243335.574,818.528,656,2864,743.3095,3663.2530,-2838171.579,-1556233.884,31.27305465,-51.32130397,1753.710,9448.442,0.6278,0.3292,0.6434,1,2,1.0454
1002,243334.779,770.965,704,2864,792.9209,3663.2776,-2837937.413,-1556234.000,31.28532550,-51.32130778,1870.793,9448.500,0.6879,0.4627,0.6638,1,2,1.0931
1003,243333.978,723.410,752,2864,842.0026,3663.1500,-2837705.748,-1556233.398,31.29746535,-51.32128792,1986.626,9448.199,0.6129,0.4353,0.1940,1,2,0.6290
1004,243333.169,675.851,800,2864,891.9217,3663.1028,-2837470.130,-1556233.175,31.30981228,-51.32128058,2104.435,9448.088,0.8038,0.5326,0.5399,1,2,0.9865
1005,243332.353,628.298,848,2864,941.4361,3662.9407,-2837236.422,-1556232.410,31.32205914,-51.32125534,2221.289,9447.705,0.6537,0.3288,0.5021,1,2,0.9496
1006,243331.531,580.742,896,2864,991.1011,3662.9118,-2837002.003,-1556232.273,31.33434323,-51.32125084,2338.498,9447.637,0.7669,0.4879,0.6730,1,2,1.1199
1007,243330.700,533.190,944,2864,1040.2124,3662.8236,-2836770.198,-1556231.857,31.34649039,-51.32123712,2454.401,9447.429,0.6708,0.3093,0.3720,1,2,0.7928
1008,243299.023,1342.525,128,2912,195.6299,3712.7111,-2840756.627,-1556467.326,31.13759201,-51.32900239,461.187,9565.163,0.6204,0.3941,0.5806,1,2,0.7770
1009,243298.311,1294.964,176,2912,245.0427,3712.2835,-2840523.399,-1556465.308,31.14981372,-51.32893583,577.801,9564.154,0.5854,0.3550,0.1900,1,2,0.3499
1010,243297.586,1247.403,224,2912,295.2214,3712.2030,-2840286.555,-1556464.928,31.16222489,-51.32892330,696.223,9563.964,0.5881,0.2320,0.2695,1,2,0.4897
1011,243296.860,1199.844,272,2912,345.1994,3712.1376,-2840050.659,-1556464.620,31.17458641,-51.32891312,814.171,9563.810,0.5894,0.2939,0.4381,1,2,0.6735
1012,243296.120,1152.283,320,2912,394.7665,3712.0982,-2839816.702,-1556464.434,31.18684631,-51.32890699,931.149,9563.717,0.6151,0.2864,0.2835,1,2,0.5641
1013,243295.379,1104.725,368,2912,444.8113,3712.0280,-2839580.491,-1556464.102,31.19922435,-51.32889607,1049.255,9563.551,0.6990,0.4035,0.5375,1,2,0.8368
1014,243294.625,1057.168,416,2912,494.7211,3711.9492,-2839344.917,-1556463.730,31.21156899,-51.32888379,1167.042,9563.365,0.7949,0.5595,0.7081,1,2,1.0296
1015,243293.870,1009.611,464,2912,544.1689,3711.8718,-2839111.523,-1556463.365,31.22379938,-51.32887174,1283.739,9563.182,0.7547,0.5557,0.4772,1,2,0.8297
1016,243293.102,962.055,512,2912,594.5590,3711.8656,-2838873.681,-1556463.335,31.23626284,-51.32887078,1402.659,9563.168,0.7480,0.4981,1.1628,1,2,1.5298
1017,243292.331,914.500,560,2912,642.8954,3711.3901,-2838645.534,-1556461.091,31.24821832,-51.32879677,1516.733,9562.046,0.6729,0.4668,0.2176,1,2,0.1937
1018,243291.550,866.947,608,2912,693.1710,3711.3358,-2838408.233,-1556460.835,31.26065344,-51.32878831,1635.384,9561.917,0.6427,0.4262,0.4208,1,2,0.8099
1019,243290.764,819.393,656,2912,742.9624,3711.3144,-2838173.218,-1556460.734,31.27296880,-51.32878499,1752.891,9561.867,0.5302,0.2377,0.6011,1,2,1.0130
1020,243289.969,771.843,704,2912,792.1499,3711.0666,-2837941.053,-1556459.564,31.28513480,-51.32874641,1868.974,9561.282,0.5038,0.2579,0.1909,1,2,0.5947
1021,243289.168,724.290,752,2912,841.6784,3711.1699,-2837707.278,-1556460.052,31.29738514,-51.32876249,1985.861,9561.526,0.6403,0.3737,0.2213,1,2,0.6428
1022,243288.359,676.743,800,2912,891.3475,3710.9323,-2837472.840,-1556458.931,31.30967028,-51.32872551,2103.080,9560.965,0.6357,0.3259,0.2640,1,2,0.7033
1023,243287.543,629.193,848,2912,941.0687,3710.8615,-2837238.156,-1556458.596,31.32196826,-51.32871449,2220.422,9560.798,0.7405,0.4202,0.4628,1,2,0.9033
1024,243286.721,581.649,896,2912,990.2082,3710.7619,-2837006.218,-1556458.126,31.33412238,-51.32869898,2336.391,9560.563,0.7164,0.4437,0.1461,1,2,0.5721
1025,243254.211,1343.282,128,2960,194.9618,3760.3430,-2840759.780,-1556692.149,31.13742677,-51.33641657,459.610,9677.575,0.6082,0.2983,0.2330,1,2,0.3849
1026,243253.498,1295.736,176,2960,244.8833,3760.2020,-2840524.151,-1556691.484,31.14977431,-51.33639462,577.425,9677.242,0.6849,0.4040,0.1232,1,2,0.2838
1027,243252.773,1248.176,224,2960,294.9226,3760.1741,-2840287.965,-1556691.352,31.16215099,-51.33639028,695.517,9677.176,0.6765,0.2704,0.1895,1,2,0.4194
1028,243252.047,1200.631,272,2960,344.9828,3760.1232,-2840051.681,-1556691.111,31.17453283,-51.33638235,813.659,9677.056,0.7065,0.4317,0.4395,1,3,0.3952
1029,243251.307,1153.073,320,2960,394.6991,3760.0846,-2839817.020,-1556690.929,31.18682962,-51.33637634,930.990,9676.965,0.6728,0.4092,0.4153,1,3,0.3855
1030,243250.566,1105.529,368,2960,444.3777,3759.8619,-2839582.537,-1556689.878,31.19911710,-51.33634167,1048.231,9676.439,0.6281,0.4229,0.3041,1,3,0.3157
1031,243249.812,1057.973,416,2960,494.3605,3759.8169,-2839346.618,-1556689.666,31.21147982,-51.33633468,1166.191,9676.333,0.6413,0.4509,0.5703,1,3,0.5897
1032,243247.516,915.334,560,2960,643.8081,3759.6049,-2838641.226,-1556688.665,31.24844406,-51.33630167,1518.887,9675.832,0.7943,0.6447,1.0000,1,3,1.0002
1033,243246.735,867.785,608,2960,692.6187,3759.3454,-2838410.840,-1556687.440,31.26051683,-51.33626128,1634.080,9675.220,0.6816,0.5404,0.1662,1,3,0.1550
1034,243245.949,820.243,656,2960,742.3866,3759.1458,-2838175.935,-1556686.498,31.27282639,-51.33623020,1751.532,9674.749,0.6532,0.3698,0.3257,1,3,0.3098
1035,243245.154,772.698,704,2960,792.1136,3759.0617,-2837941.224,-1556686.101,31.28512584,-51.33621712,1868.888,9674.551,0.7141,0.3795,0.4647,1,3,0.4011
1036,243244.352,725.157,752,2960,841.4624,3758.9511,-2837708.298,-1556685.579,31.29733171,-51.33619990,1985.351,9674.289,0.7068,0.3114,0.2518,1,3,0.1650
1037,243243.544,677.616,800,2960,890.8439,3758.9514,-2837475.217,-1556685.581,31.30954570,-51.33619996,2101.892,9674.290,0.7173,0.4000,0.1296,1,3,0.0824
1038,243242.727,630.076,848,2960,940.5859,3758.9021,-2837240.435,-1556685.348,31.32184884,-51.33619228,2219.283,9674.174,0.7769,0.5252,0.3555,1,3,0.1140
1039,243241.905,582.538,896,2960,989.7472,3758.8423,-2837008.393,-1556685.066,31.33400838,-51.33618297,2335.303,9674.033,0.6928,0.4264,0.2219,1,3,0.3473
1040,243209.398,1344.052,128,3008,194.3976,3807.8631,-2840762.443,-1556916.444,31.13728720,-51.34381333,458.278,9789.722,0.7838,0.5320,0.6382,1,3,0.8029
1041,243208.686,1296.507,176,3008,245.0485,3808.1259,-2840523.371,-1556917.684,31.14981518,-51.34385424,577.815,9790.342,0.6060,0.2732,0.2733,1,3,0.1888
1042,243207.960,1248.962,224,3008,294.8287,3808.2057,-2840288.408,-1556918.061,31.16212776,-51.34386665,695.296,9790.530,0.7013,0.3012,0.3131,1,3,0.2255
1043,243207.233,1201.419,272,3008,344.9090,3808.0859,-2840052.030,-1556917.495,31.17451458,-51.34384801,813.485,9790.248,0.7629,0.4846,0.5750,1,3,0.5402
1044,243206.493,1153.874,320,3008,394.7870,3807.9364,-2839816.605,-1556916.790,31.18685137,-51.34382474,931.197,9789.895,0.6960,0.4876,0.6846,1,3,0.6841
1045,243205.752,1106.333,368,3008,443.8980,3807.9622,-2839584.801,-1556916.912,31.19899846,-51.34382877,1047.099,9789.956,0.5804,0.3962,0.2046,1,3,0.1435
1046,243204.241,1011.251,464,3008,543.7499,3807.7293,-2839113.500,-1556915.812,31.22369575,-51.34379250,1282.750,9789.406,0.8706,0.7518,0.5359,1,3,0.5507
